,Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,Unnamed: 18,sentiment
10,1378654232190939137,"#コロナ
#コロナは茶番
#コロナ脳
#COVID

#マスク 
#マスクを外そう 
#マスクオフ
#mask

#マスゴミ
#マスコミ
#マスコミ業界の闇 

#ワクチン 
#ワクチン強制接種反対 
#vaccine

#ワクチンパスポート 
#ワクチンパスポート反対 
#CovidPassport

#ビルゲイツ
#BillGatesBioTerrorist https://t.co/inAEB1uFyl https://t.co/fA4YCj104I",soldio,soldio5,2021-04-04T10:22:37.000Z,Sun Apr 04 10:22:37 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/Awakend_Citizen/status/1378371889375051780 ,19,0,animated_gif,https://video.twimg.com/tweet_video/EyH2toiVEAI5zQH.mp4,,,,1
11,1378654195843276802,"RT @Daily_Express : #Covid nightmare: #vaccine panic as NEW #Brazil variant 'alters itself to defeat antibodies'

https://t.co/mowe6lONIG",Paul Karate Canavan,PaulKarate,2021-04-04T10:22:29.000Z,Sun Apr 04 10:22:29 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.express.co.uk/news/world/1418867/covid-variant-brazil-coronavirus-vaccine-latest-P2-brazil-variant ,3,0,,,,,,0
12,1378654188746407941,"RT @myself_oh_again : That’s the spirit
That’s how you do it 

Get Out 
Go Away 
Don’t Come Back 

Leave us alone TYRANTS!

We want to pray, love, move, socialise, be happy, FREE from TYRANNY 

#church #mosque #synagogue  
#covid #vaccine #lockdown2021 
#corona #scamdemic2021 https://t.co/IHOamU0h8p",Ahmad,fa45025,2021-04-04T10:22:27.000Z,Sun Apr 04 10:22:27 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://twitter.com/Geopolitics_Emp/status/1378452625172140035 ,8,0,,,,,,1
13,1378654164599898112,"RT @mi6rogue : Update, Im told Boris is spending the weekend editing a speech for Monday as his ""Churchill moment"", He wants it to be his defining moment of the pandemic. He wants to gloss over the 150,000 dead &amp; billions handed to his donors; attaching himself to the (NHS) #vaccine rollout. https://t.co/1P76kpLpMx",Ian Spindley #stopclimatechange #HateTories #FBPA,IanSpindley,2021-04-04T10:22:21.000Z,Sun Apr 04 10:22:21 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://twitter.com/mi6rogue/status/1377736667574992899 ,1,0,,,,,,0
14,1378654134438625281,"RT @berniespofforth : This is about your free will, to

▪️choose a vaccine or not
▪️move freely within your country
▪️have bodily autonomy
▪️privacy over your health

If you give it all up to the State &amp; accept a “freedom” passport, it’s only the beginning of tyranny, not the end of lockdown

#vaccine",Carly G Jeffries,Shasha1960G,2021-04-04T10:22:14.000Z,Sun Apr 04 10:22:14 +0000 2021,0,0,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Retweet,,1,0,,,,,,1
15,1378654098908704768,#COVID19 #coronavirus #empireindecline #vaccine #mutation - COVID-19: Experts Warn of Failing to Rapidly ‘Vaccinate the World’  https://t.co/rvGsNil9yL,Arielius Fornarius Maximus Signiferium Limes,ArielFornari,2021-04-04T10:22:05.000Z,Sun Apr 04 10:22:05 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://consortiumnews.com/2021/03/31/covid-19-experts-warn-of-failing-to-rapidly-vaccinate-the-world-creating-dangerous-opening-for-virus/ ,5,0,,,,,,0
16,1378654092969570306,"RT @PoliticsPollss : Seven people have died from unusual blood clots after getting the Oxford-AstraZeneca vaccine in the UK, the medicines regulator has confirmed. Are you worried about the Oxford-AstraZeneca vaccine? #Vaccine #Politics #Coronavirus",Mole #novaccinepassports,wontytump,2021-04-04T10:22:04.000Z,Sun Apr 04 10:22:04 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,0,,,,,,0
17,1378654060618903557,"RT @PoliticsPollss : People should not socialise indoors with other households even if they are vaccinated, Boris Johnson has said. Do you think the government trust the vaccine? #Vaccine #BorisJohnson #Politics",Mole #novaccinepassports,wontytump,2021-04-04T10:21:56.000Z,Sun Apr 04 10:21:56 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,0,,,,,,1
18,1378654048937766912,"#Vaccine #passport scheme is ‘deeply troubling’, say disabled artists. #disability #covid #equality #WeShallNotBeRemoved ⁦@johnpringdns⁩  https://t.co/IPN9JAydBJ",DPV,DPVH,2021-04-04T10:21:54.000Z,Sun Apr 04 10:21:54 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://www.disabilitynewsservice.com/vaccine-passport-scheme-is-deeply-troubling-say-disabled-artists/ ,6,1,,,,,,1
19,1378653977609338883,"RT @INCMohitJain : @RahulGandhi के बार बार चेताने के बाद,देश से #21_दिन में #Corona ख़त्म करने वादा करके प्रधानमंत्री @narendramodi #ताली_थाली पिटवाने के बाद #CoronaWarriors को राम भरोसे छोड़ #Vaccine और #Ventilators #PPEKit और #PMFund गोल करने के बाद ......? @LambaAlka 

https://t.co/CqqCNkusPQ",देश को हमारी जरूरत है 📍,mangellife29,2021-04-04T10:21:37.000Z,Sun Apr 04 10:21:37 +0000 2021,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,8,3,video,https://video.twimg.com/amplify_video/1378642895767437314/pl/dlbGzrI_lppOlbUB.m3u8?tag=14,,,,1
20,1378653965030715393,"I respect everyone’s right to have the #vaccine if they want to, so kindly respect my right not to have it.",Carly G Jeffries,Shasha1960G,2021-04-04T10:21:34.000Z,Sun Apr 04 10:21:34 +0000 2021,0,0,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Tweet,,1,0,,,,,,1
21,1378653895644360707,"RT @rs_sputnik : Ana Brnabić: Jedan od privedenih antivaksera je vakcinisan

#vaccine #coronavirus 

👇

https://t.co/c831vo1gOd",S.A.L.Earth,aslukas79,2021-04-04T10:21:17.000Z,Sun Apr 04 10:21:17 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://sptnkne.ws/FQtZ ,2,0,,,,,,1
22,1378653864740728835,"RT @TrasElValle_OBC : ""Desde #Iranzu (y II)"":

https://t.co/K9JKTTF4kg

#EstadoDeAlarma #ToqueDeQueda #Covid19 #Covid_19 #COVIDー19 #Confinamiento #Coronavirus #Covid #Vacuna #Vaccine @jjaranaz94 #FelizDomingo #Moderna #AstraZeneca #Pfizer #Ramos #Jerusalén #Hossana #28Marzo #DomingoDeRamos #Palmas https://t.co/HzkWSvSNCh",Tras el valle de Aranaz,TrasElValle_OBC,2021-04-04T10:21:10.000Z,Sun Apr 04 10:21:10 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://obamaschannel.blogspot.com/2021/03/desde-iranzu-y-ii.html?m=1 ,21,1,photo,https://pbs.twimg.com/media/ExjZtYEWYAADL1P.jpg,,,,1
23,1378653852480720896,"RT @jjaranaz94 : ""Desde #Iranzu (y II)"":

https://t.co/FIXkrXZfLc

#EstadoDeAlarma #ToqueDeQueda #Covid19 #Covid_19 #COVIDー19 #Confinamiento #Coronavirus #Covid #Vacuna #Vaccine @TrasElValle_OBC #FelizDomingo #Moderna #AstraZeneca #Pfizer #Ramos #Jerusalén #Hossana #28Marzo #DomingoDeRamos https://t.co/P7NLRmOdfZ",Tras el valle de Aranaz,TrasElValle_OBC,2021-04-04T10:21:07.000Z,Sun Apr 04 10:21:07 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://obamaschannel.blogspot.com/2021/03/desde-iranzu-y-ii.html?m=1 ,20,1,photo,https://pbs.twimg.com/media/ExjZdReWUAUgKHV.jpg,,,,1
24,1378653835737042945,express: '#Covid nightmare: #vaccine panic as NEW #Brazil variant 'alters itself to defeat antibodies' ' https://t.co/TfVhkTPkv2,Fovle,Fovle_Online,2021-04-04T10:21:03.000Z,Sun Apr 04 10:21:03 +0000 2021,0,0,en,"<a href=""https://www.fovle.com"" rel=""nofollow"">fovle</a>",Tweet,http://chasecarbon.com/?id=2350710&240603a5 ,3,0,,,,,,0
25,1378653817298944002,"RT @TrasElValle_OBC : ""Desde Iranzu (I)"":

https://t.co/Lw2VWqFXc8

#EstadoDeAlarma #ToqueDeQueda #Covid19 #Covid_19 #COVIDー19 #Confinamiento #Coronavirus #Covid #Vacuna #Vaccine @jjaranaz94 #FelizDomingo #DiaMundialDelSindromeDeDown #DiaMundialDeLaPoesia #SindromeDown #QueNadaNosSepare #21marzo https://t.co/VZwBGvhDux",Tras el valle de Aranaz,TrasElValle_OBC,2021-04-04T10:20:58.000Z,Sun Apr 04 10:20:58 +0000 2021,0,0,de,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://obamaschannel.blogspot.com/2020/02/desde-iranzu-i.html?m=1 ,16,1,photo,https://pbs.twimg.com/media/Ew_g5WsWgAA0ALJ.jpg,,,,1
26,1378653803835179014,"RT @jjaranaz94 : ""Desde Iranzu (I)"":

https://t.co/f9JPz8Nhf7

#EstadoDeAlarma #ToqueDeQueda #Covid19 #Covid_19 #COVIDー19 #Confinamiento #Coronavirus #Covid #Vacuna #Vaccine @TrasElValle_OBC #FelizDomingo #DiaMundialDelSindromeDeDown #DiaMundialDeLaPoesia #DomingoDePasión #VDomingoDeCuaresma https://t.co/hFFiWU3jRg",Tras el valle de Aranaz,TrasElValle_OBC,2021-04-04T10:20:55.000Z,Sun Apr 04 10:20:55 +0000 2021,0,0,de,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://obamaschannel.blogspot.com/2020/02/desde-iranzu-i.html?m=1 ,15,1,photo,https://pbs.twimg.com/media/Ew_ggVzWgAM6qAA.jpg,,,,1
27,1378653802224513025,"RT @AlArabiya_Eng : #England will launch a #vaccine passport trial in a comedy club, a nightclub and FA Cup matches at Wembley in the coming weeks to determine how it can reopen the economy and host mass events safely.

#coronavirus
https://t.co/QY8mUKZhBm",bonluslav,bonluslav,2021-04-04T10:20:55.000Z,Sun Apr 04 10:20:55 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://english.alarabiya.net/coronavirus/2021/04/04/Coronavirus-England-tests-out-vaccine-passports-at-nine-events-including-FA-Cup ,3,0,,,,,,1
28,1378653797820596230,"RT @RCPIArchive : #Archive30 Day 4 - #SomethingSmall
One of our most recent #accessions is this vial of #COVID19 #vaccine used to vaccinate @RCPI_news President  @profmaryhorgan 
Something small, but with a huge impact

#histmed #vaccineswork https://t.co/BqyVnLddRd",Dr Sandra Collins,SandriCollins,2021-04-04T10:20:54.000Z,Sun Apr 04 10:20:54 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,7,2,photo,https://pbs.twimg.com/media/EyHqt91XMAEx2Sd.jpg,https://pbs.twimg.com/media/EyHqt-4WUAU40Wg.jpg,,,1
29,1378653778321186817,RT @hotvickkrishna : How the mRNA Vaccine (Moderna/Pfizer) works #Pfizer #Moderna #vaccinated #vaccine  #VaccinesWork #COVIDー19 #coronavirus #mRNA https://t.co/vEXOBKfGMc,meghnad 🔗,Memeghnad,2021-04-04T10:20:49.000Z,Sun Apr 04 10:20:49 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,8,0,video,https://video.twimg.com/ext_tw_video/1374481300095037441/pu/vid/720x900/OhN1V3jmiqLtDkH5.mp4?tag=12,,,,1
30,1378653722084003842,"RT @TrasElValle_OBC : ""Hoy hace un año"":

https://t.co/qlltfwDUrW

#EstadoDeAlarma #ToqueDeQueda #Covid19 #Covid_19 #COVIDー19 #Confinamiento #Coronavirus #Covid #Vacuna #Vaccine @jjaranaz94 #TEVDA #TrasElValle #FelizDomingo #14marzo #PiDay #Jn3 #14DeMarzo #14MartTıpBayramı #SoloistROSEonINKIGAYO https://t.co/8LuwxANqUF",Tras el valle de Aranaz,TrasElValle_OBC,2021-04-04T10:20:36.000Z,Sun Apr 04 10:20:36 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://obamaschannel.blogspot.com/2021/03/hoy-hace-un-ano.html?m=1 ,19,1,photo,https://pbs.twimg.com/media/EwbTT4DWYAEvpXr.jpg,,,,1
31,1378653710830682122,"RT @jjaranaz94 : ""Hoy hace un año"":

https://t.co/3vFqeEP2W6

#EstadoDeAlarma #ToqueDeQueda #Covid19 #Covid_19 #COVIDー19 #Confinamiento #Coronavirus #Covid #Vacuna #Vaccine @TrasElValle_OBC #FelizDomingo #14marzo #PiDay #Jn3 #14DeMarzo #14MartTıpBayramı #SoloistROSEonINKIGAYO https://t.co/nsoDXJma5C",Tras el valle de Aranaz,TrasElValle_OBC,2021-04-04T10:20:33.000Z,Sun Apr 04 10:20:33 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://obamaschannel.blogspot.com/2021/03/hoy-hace-un-ano.html?m=1 ,17,1,photo,https://pbs.twimg.com/media/EwbTA4sXIAAs79m.jpg,,,,1
32,1378653663976169472,"RT @Redpainter1 : I fully support your right to not get the COVID vaccine.

I also fully support businesses, schools, sporting events, movie theaters and transporation companies denying you entry if you choose not to get vaccinated.

#COVID #Vaccine #Choice",Jill White,Gnomesweatshop,2021-04-04T10:20:22.000Z,Sun Apr 04 10:20:22 +0000 2021,0,0,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Retweet,,3,0,,,,,,1
33,1378653658464796678,"RT @TrasElValle_OBC : ""El internado: Las cumbres"" 🦅 (crítica):

https://t.co/Gx5mSh3YpN

#EstadoDeAlarma #ToqueDeQueda #Covid19 #Covid_19 #COVIDー19 #ElInternadoLasCumbres #ElInternado #LasCumbres @jjaranaz94 #TEVDA #FelizDomingo #Jungkook #BuenosDías #Vaccine #Goya2021 #KadinaSiddeteHayır #UFC259 https://t.co/pdNEa1Lwyv",Tras el valle de Aranaz,TrasElValle_OBC,2021-04-04T10:20:20.000Z,Sun Apr 04 10:20:20 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://obamaschannel.blogspot.com/2021/03/el-internado-las-cumbres-critica.html?m=1 ,16,1,photo,https://pbs.twimg.com/media/Ev3WTKoXEAE3aeo.jpg,,,,1
34,1378653652915609601,"Australians deserve to have a choice of which #vaccine they get. I would not consider #AstraZeneca anymore. There is still Pfizer, Moderna and Johnson&amp;Johnson to consider, after we are given independent studies on those. #auspol cannot be trusted.

https://t.co/GnUoXz3rxQ",Author Sylvia Massara,sylviamassara,2021-04-04T10:20:19.000Z,Sun Apr 04 10:20:19 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://www.msn.com/en-au/news/australia/health-minister-greg-hunt-reassures-public-of-astrazeneca-covid-vaccine-safety/ar-BB1fhE5K ,3,0,,,,,,0
35,1378653642438377478,"RT @jjaranaz94 : ""El internado: Las cumbres"" 🦅 (crítica):

https://t.co/PivnQs3VyM

#EstadoDeAlarma #ToqueDeQueda #Covid19 #Covid_19 #COVIDー19 #ElInternadoLasCumbres #ElInternado #LasCumbres @TrasElValle_OBC #FelizDomingo #Jungkook #BuenosDías #Vaccine #Goya2021 #KadinaSiddeteHayır #UFC259 https://t.co/XmPkIntLvZ",Tras el valle de Aranaz,TrasElValle_OBC,2021-04-04T10:20:17.000Z,Sun Apr 04 10:20:17 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://obamaschannel.blogspot.com/2021/03/el-internado-las-cumbres-critica.html?m=1 ,15,1,photo,https://pbs.twimg.com/media/Ev3WC9LXMAE_--F.jpg,,,,1
36,1378653597680959489,‘#Vaccine ’ Depopulation – A Must Watch – David Icke Dot-Connector Videocast – #DavidIcke  https://t.co/5FNVnfeQGz,©GODWELL A. Ngozi™️,NgoziGodwell,2021-04-04T10:20:06.000Z,Sun Apr 04 10:20:06 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://davidicke.com/2021/04/02/vaccine-depopulation-a-must-watch-david-icke-dot-connector-videocast/ ,2,0,,,,,,1
37,1378653512968646657,"RT @mi6rogue : Update, Im told Boris is spending the weekend editing a speech for Monday as his ""Churchill moment"", He wants it to be his defining moment of the pandemic. He wants to gloss over the 150,000 dead &amp; billions handed to his donors; attaching himself to the (NHS) #vaccine rollout. https://t.co/1P76kpLpMx",Stu,stuindy,2021-04-04T10:19:46.000Z,Sun Apr 04 10:19:46 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://twitter.com/mi6rogue/status/1377736667574992899 ,1,0,,,,,,0
38,1378653444286779394,"RT @myself_oh_again : Good Morning ☀️ you’re amazing ✌️ to the truth tellers who’ve never given up from the start, revealing facts and smashing every spin 🌹 

#uk #boris #lockdown #vaccine 
#VaccinePassport #Scamdemic2021 https://t.co/3X8aG03dhi",Ahmad,fa45025,2021-04-04T10:19:29.000Z,Sun Apr 04 10:19:29 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/EyHywWcWYAEuPTR.jpg,,,,1
39,1378653397335805953,"RT @MEMRIReports : Iranian TV Host Arman Ghaffarian: Iranians Cannot Trust American Coronavirus Vaccine; the U.S. Has Spread AIDS, Ebola, Various Viruses Throughout the World #COVID19 #vaccine #Iran #antiamericanism https://t.co/o5MfwCdKTw",Paydar,Paydar03,2021-04-04T10:19:18.000Z,Sun Apr 04 10:19:18 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,4,0,video,https://video.twimg.com/ext_tw_video/1378626111446396929/pu/vid/1280x720/Jhd8Ofw_YL2UGC53.mp4?tag=12,,,,0
40,1378653277764558849,"RT @AlArabiya_Eng : #England will launch a #vaccine passport trial in a comedy club, a nightclub and FA Cup matches at Wembley in the coming weeks to determine how it can reopen the economy and host mass events safely.

#coronavirus
https://t.co/QY8mUKZhBm",Corona Update Bot,CoronaUpdateBot,2021-04-04T10:18:50.000Z,Sun Apr 04 10:18:50 +0000 2021,0,0,en,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>",Retweet,https://english.alarabiya.net/coronavirus/2021/04/04/Coronavirus-England-tests-out-vaccine-passports-at-nine-events-including-FA-Cup ,3,0,,,,,,1
41,1378653272815378433,"RT @RCPIArchive : #Archive30 Day 4 - #SomethingSmall
One of our most recent #accessions is this vial of #COVID19 #vaccine used to vaccinate @RCPI_news President  @profmaryhorgan 
Something small, but with a huge impact

#histmed #vaccineswork https://t.co/BqyVnLddRd",Royal College of Physicians of Ireland,RCPI_news,2021-04-04T10:18:49.000Z,Sun Apr 04 10:18:49 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,7,2,photo,https://pbs.twimg.com/media/EyHqt91XMAEx2Sd.jpg,https://pbs.twimg.com/media/EyHqt-4WUAU40Wg.jpg,,,1
42,1378653255056683008,"#England will launch a #vaccine passport trial in a comedy club, a nightclub and FA Cup matches at Wembley in the coming weeks to determine how it can reopen the economy and host mass events safely.

#coronavirus
https://t.co/QY8mUKZhBm+B53",Al Arabiya English,AlArabiya_Eng,2021-04-04T10:18:44.000Z,Sun Apr 04 10:18:44 +0000 2021,3,2,en,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Tweet,https://english.alarabiya.net/coronavirus/2021/04/04/Coronavirus-England-tests-out-vaccine-passports-at-nine-events-including-FA-Cup ,3,0,,,,,,1
43,1378653203164758017,I spoke to a patient and their family he would NOT get the #vaccine because they did NOT trust it. Hopefully they trusted my good care and will now change their mind. Public health is every physician’s duty - base recommendations on #medicalevidence #medtwitter #meded https://t.co/6IfShRRWVF,Neil Floch MD,NeilFlochMD,2021-04-04T10:18:32.000Z,Sun Apr 04 10:18:32 +0000 2021,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/jreinermd/status/1378366431776096257 ,4,0,,,,,,1
